names
iPhone 6
iPhone 6PLUS
iPhone 6S
iPhone 6SPLUS
iPhone 7
iPhone 7PLUS
iPhone 8 
iPhone 8PLUS
iPhone X
iPhone XS
iPhone XSMAS
iPhone XR
iPhone 11
iPhone 11PRO 
iPhone 11PROMAX
iPhone 12
iPhone 12PRO
iPhone 12PROMAX
iPhone 13
iPhone 13PRO
iPhone 13PROMAX
iPhone 14
iPhone 14PRO
iPhone 14PLUS
iPhone 14PROMAX
iPhone 15
iPhone 15PRO
iPhone 15PLUS
iPhone 15PROMAX
iPhone 16
iPhone 16PRO
iPhone 16PLUS
iPhone 16PROMAX
Others
